TAZID,CO_TAZID,DEVACRES,HH,JOB,AUTO_JB,AUTO_HH,TRAN_JB,TRAN_HH,COMP_AUTO,COMP_TRAN,AUTO_JB_WT,AUTO_HH_WT,TRAN_JB_WT,TRAN_HH_WT
1471,351471,194.570000,462.8,127.3,289305,171708,26183,11693,273782,24270,133890487,21858405,12117553,1488566
1472,351472,137.480000,66.2,293.7,264698,163496,24138,12062,192806,15560,17522982,48018780,1597963,3542748
1473,351473,138.830000,198.8,777.2,285638,171122,12943,5653,207345,7959,56784898,132995783,2573015,4393153
1474,351474,88.030000,89.0,896.5,308255,180320,35080,15924,199795,18840,27434719,161656787,3122113,14275924
1475,351475,249.730000,881.8,734.3,301759,176890,25982,11485,262394,21412,266091460,129890090,22911146,8433142
1476,351476,301.170000,45.0,187.2,313958,180769,28334,11732,221130,16763,14128088,33839900,1275038,2196249
1477,351477,142.170000,453.0,1024.3,290800,171226,11772,4768,224367,7881,131732434,175387004,5332847,4884245
1478,351478,300.720000,429.7,1015.8,270840,156097,9923,3914,205834,6518,116379897,158563009,4263713,3975648
1479,351479,151.050000,776.5,372.0,352210,193888,13999,5459,319057,12211,273491092,72126324,10870058,2030672
1480,351480,253.150000,2.0,4192.0,313550,171589,13280,6211,171711,6217,627100,719301133,26560,26036783
1481,351481,468.400000,5.0,1792.7,178084,128798,9552,5798,129046,5817,890420,230896514,47759,10394377
1482,351482,310.430000,477.8,1085.5,184005,132347,12617,6948,155245,9461,87917548,143662548,6028311,7542237
1483,351483,153.900000,393.2,0.0,196428,138771,18319,9758,196428,18319,77235457,0,7203109,0
1484,351484,125.050000,272.3,0.2,185710,131849,8524,5080,185688,8522,50568814,26370,2321032,1016
1485,351485,434.810000,7.5,180.0,169811,123216,9298,5421,126482,5692,1273582,22178934,69732,975717
1486,351486,113.430000,301.5,27.2,202929,141060,12691,8215,199990,12478,61183111,3836845,3826207,223455
1487,351487,214.840000,507.8,0.0,206629,141043,8038,5771,206629,8038,104925993,0,4081710,0
1488,351488,165.290000,342.5,164.3,224287,149617,4067,3448,208635,3937,76818244,24582071,1392836,566487
1489,351489,324.850000,684.2,180.7,190960,132230,11558,6844,183477,10957,130654797,23893935,7907940,1236740
1490,351490,147.010000,202.2,125.5,212343,142291,1430,1256,194446,1386,42935674,17857493,289193,157583
1491,351491,294.850000,710.0,0.0,188377,129340,3367,2718,188377,3367,133747619,0,2390537,0
1492,351492,153.840000,271.5,106.7,208526,139530,690,1121,196210,767,56614751,14887849,187273,119585
1493,351493,110.370000,12.2,55.8,198550,131581,10725,5538,150559,7008,2422308,7342219,130843,309020
1494,351494,59.900000,0.0,289.5,244280,158018,20487,10442,158018,10442,0,45746296,0,3022833
1495,351495,165.160000,340.8,302.5,248700,158666,19486,9955,219062,16349,84757005,47996421,6640960,3011245
1496,351496,158.750000,279.0,324.7,230959,150272,3041,1526,199369,2448,64437503,48793226,848335,495637
1497,351497,155.400000,329.8,0.0,239147,153021,3389,1671,239147,3389,78870724,0,1117540,0
1498,351498,258.780000,384.3,425.7,222532,145530,1215,1822,193285,1445,85518962,61952245,466779,775488
1499,351499,241.240000,403.2,101.2,230885,148079,777,1125,220795,819,93092952,14985605,313182,113822
1500,351500,150.630000,205.3,310.3,260270,161818,9781,4309,215452,7290,53433439,50212028,2007988,1337099
1501,351501,159.750000,993.7,305.2,277674,167318,10594,4124,261655,9654,275924507,51065327,10526838,1258519
1502,351502,170.560000,273.5,137.2,250596,155998,3749,1510,230057,3263,68538048,21402967,1025411,207231
1503,351503,161.280000,301.5,170.0,268065,161683,6127,2198,242783,5194,80821518,27486041,1847385,373653
1504,351504,161.720000,378.7,0.0,278827,164667,6170,2163,278827,6170,105591833,0,2336650,0
1505,351505,242.610000,359.3,190.3,241663,150763,1455,363,221074,1207,86829400,28690208,522649,69066
1506,351506,241.070000,415.2,769.5,258703,156341,3972,1000,206899,2468,107413471,120304264,1649324,769307
1507,351507,236.920000,693.3,2560.2,269790,159467,3545,943,195738,1798,187045138,408268295,2457434,2413962
1508,351508,163.510000,562.2,1403.2,288422,170300,10858,4362,219933,7091,162150856,238965181,6104229,6120464
1509,351509,225.090000,405.7,1026.3,271596,156537,10056,3987,204507,6518,110186410,160654339,4079851,4092203
1510,351510,179.770000,248.3,0.0,251745,146171,4014,1490,251745,4014,62508299,0,996698,0
1511,351511,244.250000,231.3,939.0,251758,145329,4836,855,178132,2082,58231613,136463604,1118611,802558
1512,351512,276.800000,306.0,700.8,260247,145612,5183,660,196197,2656,79635461,102045171,1586020,462807
1513,351513,201.550000,552.8,1415.3,305446,166770,10370,4241,224182,6778,168850431,236029635,5732696,6002094
1514,351514,244.700000,700.8,2712.0,274017,147716,6039,1284,187946,2798,192031064,400607010,4232267,3481638
1515,351515,57.550000,0.7,1058.5,315406,170732,12781,5423,170905,5432,220784,180719827,8947,5740062
1516,351516,99.910000,27.0,1755.3,293941,158946,16779,3750,162600,4103,7936407,278998327,453037,6582534
1517,351517,139.600000,4.0,0.8,167834,121517,5640,3154,163223,5392,671338,97214,22559,2523
1518,351518,255.000000,424.8,2.7,174835,124410,3152,1771,174658,3147,74269880,335906,1339026,4783
1519,351519,82.100000,0.0,2.0,172212,124213,10783,6008,124213,6008,0,248426,0,12016
1520,351520,28.610000,0.0,2.3,172829,124169,13333,7383,124169,7383,0,285590,0,16981
1521,351521,65.110000,77.2,6.8,174062,125415,8114,4540,171803,7948,13437591,852825,626399,30874
1522,351522,103.090000,94.7,56.7,168462,121746,5940,3838,156843,5417,15953306,6902970,562488,217592
1523,351523,58.190000,31.7,1.0,167076,121218,9388,6609,166290,9340,5296298,121218,297585,6609
1524,351524,54.630000,27.8,24.7,170091,122383,13430,9368,154375,12092,4728517,3022850,373366,231398
1525,351525,89.290000,9.5,10.7,172372,123899,7560,4180,153771,6263,1637537,1325721,71821,44723
1526,351526,59.690000,157.5,0.0,180411,127333,652,1137,180411,652,28414709,0,102693,0
1527,351527,42.100000,28.7,1.2,166883,120652,6157,4090,165838,6110,4789534,144782,176711,4908
1528,351528,107.620000,75.8,13.2,170365,122216,4932,3308,166137,4790,12913674,1613254,373878,43665
1529,351529,88.750000,78.7,0.0,174835,124136,2850,2809,174835,2850,13759484,0,224294,0
1530,351530,49.140000,44.5,0.5,167216,120178,12104,8481,166925,12082,7441098,60089,538649,4240
1531,351531,127.630000,779.8,1258.8,170710,121905,5944,4126,147694,5086,133119340,153453668,4634762,5193990
1532,351532,129.400000,675.3,39.0,186747,128538,1679,2425,184946,1702,126110158,5012970,1133538,94565
1533,351533,79.440000,0.0,0.0,183275,127697,1149,2624,0,0,0,0,0,0
1534,351534,155.750000,125.8,0.0,180057,126424,4059,4312,180057,4059,22651216,0,510563,0
1535,351535,384.330000,1270.3,154.7,189832,129893,1436,2091,186051,1478,241143947,20094404,1824359,323546
1536,351536,155.080000,253.2,163.2,207763,139624,1645,2594,189861,1894,52605621,22786675,416405,423269
1537,351537,174.810000,746.5,143.3,198105,133562,811,1675,191912,894,147885205,19139364,605189,240056
1538,351538,151.090000,495.0,0.0,193205,130904,1494,1619,193205,1494,95636655,0,739441,0
1539,351539,88.800000,222.0,55.7,169984,122355,9319,6306,164182,8952,37736417,6815152,2068916,351238
1540,351540,67.930000,374.0,169.3,177118,125186,9406,6685,166722,8862,66242080,21193912,3517971,1131700
1541,351541,147.690000,613.3,120.0,167669,119700,8669,5807,162987,8390,102831467,14363990,5316870,696876
1542,351542,181.380000,475.5,108.7,190574,130153,3833,3360,183795,3780,90618109,14147591,1822695,365247
1543,351543,122.460000,130.0,183.2,195494,132564,5859,4767,167936,5381,25414213,24285754,761638,873296
1544,351544,135.700000,172.8,410.5,217739,142291,2405,3293,174904,2909,37625235,58410311,415529,1351799
1545,351545,394.750000,1346.2,707.5,205225,135132,2291,2273,189444,2287,276274356,95605991,3083737,1607949
1546,351546,390.440000,474.8,69.3,221619,141393,967,1246,215629,988,105224935,9798506,459137,86337
1547,351547,130.000000,477.8,1864.7,200950,133972,3472,3657,155183,3599,96013933,249816672,1659095,6819791
1548,351548,133.210000,199.2,77.3,202899,133499,3870,3566,190640,3817,40417547,10319481,770986,275664
1549,351549,191.280000,287.8,7.3,214879,138235,2752,2732,213819,2751,61842282,1009115,791943,19942
1550,351550,402.180000,605.2,472.0,226371,141952,0,0,200937,0,136999810,67001267,0,0
1551,351551,194.210000,206.3,120.5,248819,150519,3238,622,224823,2600,51331266,18137563,668010,74998
1552,351552,207.620000,52.2,63.7,239661,145853,0,0,201869,0,12510299,9290820,0,0
1553,351553,219.010000,457.0,1135.0,231837,138889,4229,839,178056,2268,105949583,157638815,1932820,952607
1554,351554,182.880000,295.5,126.5,228455,134028,3431,1024,210384,2970,67508492,16954493,1013841,129589
1555,351555,324.950000,407.2,262.0,229756,141669,1172,1194,206643,1178,93556477,37117151,477383,312897
1556,351556,165.210000,164.0,149.8,244280,146518,4046,899,211476,2990,40061862,21948448,663519,134628
1557,351557,429.700000,342.2,9830.2,252800,142974,4799,1216,149479,1429,86508039,1405461761,1642225,11957659
1558,351558,203.240000,265.8,0.0,243534,140044,8787,1618,243534,8787,64731270,0,2335534,0
1559,351559,178.730000,223.2,0.0,235683,139464,4255,938,235683,4255,52604361,0,949631,0
1560,351560,87.740000,335.5,2251.2,275028,151651,17640,3945,177847,6852,92271933,341395690,5918191,8879903
1561,351561,157.210000,366.2,2803.8,283968,154834,26834,5941,179511,9934,103988931,434122755,9826709,16657970
1562,351562,106.430000,23.5,893.3,288846,157631,35171,8116,163591,9345,6787880,140811622,826517,7250335
1563,351563,346.660000,1125.2,2680.5,274353,150046,11118,1761,203694,5799,308702036,402197119,12509685,4721691
1564,351564,190.200000,3.0,1547.2,286053,156293,14862,2808,156747,2850,858159,241816605,44586,4344388
1565,351565,564.210000,1298.7,282.8,167158,118580,1944,1656,161938,1913,217087531,33534487,2524884,468285
1566,351566,311.280000,177.7,715.2,184447,126576,3846,3235,144520,3424,32776230,90527381,683514,2313469
1567,351567,249.920000,296.3,495.2,188418,126309,3304,2512,158590,2924,55828135,62548006,978964,1243974
1568,351568,217.270000,224.5,92.3,190997,127136,3464,2512,179170,3287,42878921,11734645,777565,231860
1569,351569,426.370000,690.3,357.2,203001,131074,2886,1752,187001,2634,140131264,46819606,1992143,625662
1570,351570,298.700000,553.3,286.7,209393,133397,6123,2950,192470,5416,115857288,38244914,3387680,845877
1571,351571,344.350000,668.5,991.7,224892,137625,3241,1510,185569,2461,150340060,136482421,2166802,1497206
1572,351572,319.130000,679.2,103.0,233391,140468,7151,2306,226203,6776,158519400,14468252,4856673,237526
1573,351573,335.560000,711.7,313.8,229033,135726,5356,1637,210745,4627,163002635,42590723,3812100,513635
1574,351574,326.850000,256.7,35.0,239884,134472,4143,988,232495,3922,61578152,4706508,1063508,34575
1575,351575,261.640000,177.8,322.0,252830,140103,5727,1003,196431,3363,44953166,45113315,1018243,322840
1576,351576,121.220000,287.7,25.8,270598,148376,9727,1559,264824,9341,77850953,3828102,2798511,40221
1577,351577,155.400000,22.3,2654.8,253117,140470,9648,2034,142156,2148,5644499,372920815,215144,5400685
1578,351578,184.720000,0.0,5832.8,262856,143207,8694,1717,143207,1717,0,835296961,0,10014443
1579,351579,182.800000,159.5,0.0,158696,112728,1002,840,158696,1002,25311934,0,159762,0
1580,351580,150.960000,54.8,89.5,173356,121061,1593,1088,148542,1354,9499918,10834987,87321,97368
1581,351581,170.090000,341.7,83.5,183355,126066,2666,2666,176537,2666,62652511,10526505,910874,222597
1582,351582,227.220000,271.0,691.8,186101,126325,1629,1290,151115,1431,50433315,87391770,441590,892110
1583,351583,281.850000,96.0,2365.8,193183,129227,3243,1865,133600,1959,18545556,305724120,311322,4412387
1584,351584,259.230000,209.0,601.3,195096,129532,3894,1938,154840,2693,40775072,77887649,813797,1165565
1585,351585,198.840000,466.7,9.7,198529,130529,3870,1919,197757,3848,92653502,1266132,1805972,18614
1586,351586,194.330000,386.2,247.0,204265,133082,4841,2257,185670,4166,78887114,32871155,1869732,557571
1587,351587,186.840000,292.5,4.5,209003,134589,3453,2025,208375,3441,61133330,605651,1009957,9112
1588,351588,109.920000,185.3,245.8,223551,141337,3136,2033,188767,2670,41424002,34740602,581132,499794
1589,351589,149.970000,322.2,280.7,214282,136387,6672,3103,188960,5512,69041550,38283764,2149586,871082
1590,351590,186.770000,606.7,806.8,221456,137773,6140,2855,185999,4748,134357053,111155367,3724891,2303189
1591,351591,304.060000,665.0,338.7,211118,133312,2655,1408,194022,2381,140393423,45152644,1765667,476944
1592,351592,317.390000,534.2,57.3,214386,134939,1633,1119,209939,1604,114525208,7731994,872346,64110
1593,351593,239.770000,248.2,269.2,227037,138916,6364,3094,194004,5139,56350613,37396086,1579631,832997
1594,351594,272.730000,111.7,272.3,225411,134238,4768,1723,173072,3020,25178370,36553015,532546,469307
1595,351595,260.150000,233.7,361.5,219827,135580,2135,1925,180991,2039,51373612,49012265,499039,696037
1596,351596,476.090000,233.3,144.3,198485,121233,589,540,178800,577,46306578,17493896,137502,77965
1597,351597,366.360000,115.8,452.5,237398,136865,10657,2555,168675,5119,27490645,61931415,1234136,1156041
1598,351598,332.430000,65.3,4049.3,244849,136491,11629,2581,139562,2838,15988660,552692033,759390,10452880
1599,351599,321.630000,68.0,2205.7,224305,128533,6162,1391,133591,1643,15252758,283505002,419045,3069213
1600,351600,461.490000,598.5,3185.5,234289,134465,10416,2356,159784,4400,140222228,428337737,6233755,7504622
1601,351601,119.970000,128.2,239.5,251975,147285,0,0,198784,0,32303147,35274648,0,0
1602,351602,319.280000,0.0,8.0,236748,138333,13698,3126,138333,3126,0,1106668,0,25007
1603,351603,229.730000,228.3,0.0,198911,122972,0,0,198911,0,45411311,0,0,0
1604,351604,492.630000,164.3,2425.2,244691,140364,0,0,151753,0,40202758,340411166,0,0
1605,351605,333.380000,1176.2,0.0,171546,118897,1439,1485,171546,1439,201772512,0,1693029,0
1606,351606,385.140000,391.0,34.8,148099,107053,0,0,146174,0,57906667,3725430,0,0
1607,351607,345.510000,109.8,90.8,146280,104483,0,0,133166,0,16061492,9487100,0,0
1608,351608,779.960000,478.8,1.8,97788,73552,0,0,97738,0,46820789,132393,0,0
1609,351609,225.560000,150.2,314.8,190344,127879,1058,1097,156815,1079,28589674,40256443,158851,345342
1610,351610,274.560000,168.2,0.0,183445,121777,0,0,183445,0,30855394,0,0,0
1611,351611,269.770000,63.7,0.0,189868,124996,0,0,189868,0,12094595,0,0,0
1612,351612,214.570000,138.5,17.8,188723,122018,0,0,184298,0,26138140,2171926,0,0
1613,351613,229.520000,74.8,18.8,219572,138706,0,0,209706,0,16423954,2607665,0,0
1614,351614,235.090000,115.8,169.3,218443,138264,0,0,182603,0,25295643,23408083,0,0
1615,351615,244.630000,148.5,52.0,223079,138196,0,0,209311,0,33127233,7186202,0,0
1616,351616,343.200000,581.8,106.2,227144,140466,0,0,219198,0,132152327,14917502,0,0
1617,351617,240.480000,177.0,0.0,195804,125565,0,0,195804,0,34657332,0,0,0
1618,351618,239.300000,170.2,0.0,199736,128050,0,0,199736,0,33995074,0,0,0
1619,351619,315.630000,170.2,0.2,184839,120508,0,0,184798,0,31459672,24102,0,0
1620,351620,154.470000,98.2,30.0,206467,129724,0,0,195378,0,20275083,3891725,0,0
1621,351621,216.460000,123.8,0.0,209627,131158,0,0,209627,0,25951762,0,0,0
1622,351622,334.700000,226.8,20.2,180734,116439,0,0,177717,0,40990493,2352064,0,0
1623,351623,204.630000,19.8,0.0,209554,129324,0,0,209554,0,4149174,0,0,0
1624,351624,408.330000,82.0,1811.8,226690,134086,0,0,141093,0,18588618,242936767,0,0
1625,351625,425.430000,781.8,42.2,206251,118550,0,0,203710,0,161247195,5002806,0,0
1626,351626,390.730000,44.8,26.3,169566,111520,0,0,155342,0,7596542,2932970,0,0
1627,351627,431.960000,116.5,5.0,155667,105978,0,0,154515,0,18135182,529891,0,0
1628,351628,312.570000,165.3,1.7,177136,117508,0,0,176799,0,29280539,199764,0,0
1629,351629,729.590000,216.0,185.8,163988,108502,0,0,146106,0,35421506,20159720,0,0
1630,351630,665.420000,108.3,27.3,161334,106817,0,0,154666,0,17472472,2916111,0,0
1631,351631,713.590000,3.2,711.5,209114,120240,0,0,120957,0,669164,85550907,0,0
1632,351632,97.610000,3.0,554.2,379397,203870,59690,22906,205572,23263,1138192,112984995,179071,12694771
1633,351633,111.510000,431.8,229.7,375791,201217,50070,18938,336117,42995,162266453,46219581,21620441,4349995
1634,351634,82.620000,1.0,1100.3,380208,203117,29753,11872,203408,11901,380208,223489860,29753,13062731
1635,351635,141.410000,911.7,2227.0,372998,199948,33190,12725,273571,21432,340062258,445283495,30259568,28338858
1636,351636,191.470000,535.5,576.2,375894,201598,36079,13984,310882,27838,201291217,116160569,19320553,8057697
1637,351637,138.500000,303.2,986.7,368570,198221,42474,16215,259077,25596,111750349,195584590,12877969,15999571
1638,351638,201.160000,529.8,1123.7,375150,200677,24457,9080,280982,16157,198754376,225501145,12957109,10202842
1639,351639,217.060000,991.3,92.5,346729,188925,14153,5479,338987,13727,343712491,17475525,14029530,506776
1640,351640,112.660000,393.8,726.3,358624,193527,26210,10202,275271,18128,141226069,140558606,10321456,7409844
1641,351641,131.020000,553.5,55.3,374343,204318,14747,6293,365443,14305,207198866,11298778,8162621,347992
1642,351642,89.790000,237.7,107.7,378756,206172,38270,14680,344184,33544,90030360,22204775,9096728,1581059
1643,351643,148.210000,688.3,111.7,348572,192945,16201,7399,335759,15476,239922131,21551942,11151258,826415
1644,351644,118.870000,529.3,633.8,355290,195171,17327,7291,291511,13330,188055096,123699338,9171116,4621325
1645,351645,74.570000,775.3,878.2,356093,195916,19024,8314,294411,14900,276078550,172053046,14749580,7301699
1646,351646,100.050000,144.0,456.8,348097,191609,20017,8861,248435,12912,50125996,87527196,2882444,4047798
1647,351647,124.600000,135.7,4656.8,362538,199408,21112,11428,207575,11913,49196366,928601449,2864935,53220141
1648,351648,272.840000,1257.0,2231.0,322195,179228,13694,7062,251387,10409,404999196,399857076,17213923,15754521
1649,351649,76.770000,710.3,647.0,356816,196467,22087,10625,303111,18248,253446516,127114385,15688189,6874605
1650,351650,118.170000,323.8,210.0,335011,185763,18432,9032,295621,15951,108476681,39010173,5968195,1896656
1651,351651,170.170000,399.0,593.3,324602,181651,14657,8613,260106,11930,129516392,107773718,5847994,5109934
1652,351652,284.400000,1361.0,2134.2,330773,182917,14497,7399,262113,11200,450181747,390381644,19729849,15789981
1653,351653,169.680000,492.0,1262.8,334040,187709,12385,7553,248201,9550,164347870,237039223,6093327,9537534
1654,351654,107.280000,123.8,7.8,311101,175453,10179,6638,306535,10060,38514311,1368536,1260139,51779
1655,351655,217.930000,705.8,599.8,328472,183609,15350,9253,282166,13401,231835276,110128946,10834357,5550068
1656,351656,297.330000,900.3,632.0,287739,161723,12258,6449,252506,10634,259051521,102209104,11035683,4075619
1657,351657,135.660000,184.8,9649.0,282267,155918,9739,6267,160149,6383,52162994,1504455388,1799804,60472294
1658,351658,249.750000,274.2,4528.0,298460,165242,10824,5482,178394,6009,81837849,748217562,2968028,24820467
1659,351659,138.860000,0.0,1.5,243701,134629,4881,2036,134629,2036,0,201943,0,3054
1660,351660,220.570000,732.2,739.7,329389,185126,13223,7706,277690,11246,241178811,136937511,9681625,5700073
1661,351661,254.590000,633.8,798.3,303761,171156,11214,5982,249327,9066,192523898,136634142,7107289,4775396
1662,351662,190.450000,953.2,376.3,290853,164597,8009,4879,268234,7448,277241432,61937859,7633952,1836006
1663,351663,158.100000,291.2,125.2,267749,152371,6088,3892,245591,5666,77968593,19076883,1772681,487232
1664,351664,236.190000,712.5,23.0,251030,140388,10404,4324,249090,10298,178859069,3228928,7413010,99443
1665,351665,162.270000,448.7,25.5,260469,148372,5777,3670,257054,5712,116872339,3783497,2591957,93592
1666,351666,401.340000,996.5,429.7,236542,133781,4212,2294,216760,3843,235714499,57485874,4197050,985873
1667,351667,312.840000,808.2,53.5,239168,137454,3626,2738,235576,3594,193295180,7353813,2930271,146492
1668,351668,250.940000,204.2,146.0,205119,118673,0,0,180628,0,41885242,17326328,0,0
1669,351669,100.330000,278.8,178.2,383847,208756,27460,11147,338130,23201,107016666,37200385,7655956,1986346
1670,351670,69.410000,174.5,87.7,382222,208063,50070,19764,344353,43480,66697793,18247112,8737164,1733270
1671,351671,147.770000,466.5,79.8,331317,180232,16866,6218,318263,15946,154559293,14382494,7868127,496232
1672,351672,86.200000,272.7,191.2,341344,185691,27355,10099,297862,22535,93084424,35504138,7459785,1931013
1673,351673,133.810000,545.5,940.2,325921,177145,14821,5428,253328,10238,177790076,166552170,8085092,5103226
1674,351674,132.810000,761.3,762.0,324917,177119,28415,9681,272265,21741,247359291,134964410,21632224,7377214
1675,351675,159.500000,935.0,181.7,349860,192967,23528,9741,334639,22190,327118924,35062170,21998381,1769956
1676,351676,96.710000,362.5,249.2,365166,199163,26339,9682,319449,21752,132372593,49631299,9547917,2412768
1677,351677,141.460000,613.3,91.0,333629,183440,12760,4825,322243,12159,204614769,16693017,7825876,439096
1678,351678,121.600000,365.5,324.2,327364,182236,7835,3492,279612,6406,119651713,59080929,2863661,1132166
1679,351679,171.270000,580.0,123.7,305357,170433,11370,5614,291125,10763,177106910,21082522,6594571,694420
1680,351680,173.070000,774.7,2203.8,317959,178699,9807,5172,232828,6974,246322561,393817648,7597349,11398737
1681,351681,150.350000,449.0,172.8,290923,162453,5242,2722,268384,4800,130624343,28071874,2353450,470415
1682,351682,150.710000,459.2,172.5,309578,173652,4797,2495,286202,4401,142158055,29954894,2202709,430373
1683,351683,351.900000,510.0,628.5,281366,158592,9344,5102,231614,7625,143496684,99674855,4765222,3206670
1684,351684,217.500000,590.7,0.0,310151,174564,7273,4284,310151,7273,183206096,0,4296283,0
1685,351685,149.490000,380.7,423.0,284492,162152,7752,5360,237937,6842,108306243,68590211,2951022,2267424
1686,351686,246.950000,656.5,147.7,292077,164493,3444,1807,277963,3263,191748544,24295566,2261096,266838
1687,351687,125.720000,245.8,191.0,280923,160092,7192,5010,244613,6536,69050988,30577503,1767807,956975
1688,351688,682.070000,1343.0,941.8,248191,142455,2649,1899,218650,2440,333320164,134164033,3558015,1788825
1689,351689,667.050000,1342.5,580.2,233479,135057,1555,1277,214498,1502,313445328,78360272,2088011,740696
1690,351690,99.860000,291.5,136.8,320912,175580,38611,13852,290973,33510,93545936,24019360,11255159,1894889
1691,351691,69.040000,306.8,49.0,312420,171799,36964,13783,301011,35083,95850455,8418128,11340523,675369
1692,351692,108.330000,314.3,55.7,327416,181896,14613,5495,314430,13799,102906710,10131594,4592806,306064
1693,351693,129.360000,421.8,318.0,304447,168388,23885,8966,264420,19496,128415619,53547540,10074734,2851252
1694,351694,131.070000,1020.3,662.2,290538,162446,10290,4264,256713,8699,296436130,107571720,10498702,2823562
1695,351695,129.920000,247.0,97.0,298790,168174,3779,2202,275490,3497,73801139,16312890,933310,213622
1696,351696,218.270000,468.3,1341.2,270849,152460,10292,5162,198287,7148,126838386,204479475,4819830,6923832
1697,351697,154.460000,497.3,300.2,287798,161931,4182,2383,256302,3732,143121834,48611656,2079799,715276
1698,351698,113.770000,343.8,0.0,272733,155933,5859,4227,272733,5859,93765601,0,2014403,0
1699,351699,141.540000,390.2,1003.7,281489,158428,9046,4806,209235,6556,109837015,159014573,3529708,4823599
1700,351700,191.170000,452.0,0.0,269496,153799,8855,5389,269496,8855,121812280,0,4002271,0
1701,351701,456.420000,1325.8,1066.0,241115,138711,3662,2285,209602,3239,319670155,147866246,4855669,2435962
1702,351702,418.600000,737.7,169.8,212674,123842,0,0,202645,0,156889254,21028322,0,0
1703,351703,156.920000,334.5,2411.5,309623,167630,25352,9175,196109,12419,103568736,404239207,8480149,22124979
1704,351704,100.640000,120.3,2654.2,306391,165713,24436,7931,176372,9181,36858803,439835171,2939615,21049522
1705,351705,131.350000,437.3,5213.5,285181,154599,22028,6863,171801,8861,124709530,806002424,9632665,35779685
1706,351706,82.060000,83.5,1964.3,318430,172822,33219,12342,183218,13833,26588900,339473936,2773809,24243477
1707,351707,76.780000,133.2,242.5,307714,167985,32038,11948,237622,21960,40987545,40736252,4267468,2897451
1708,351708,165.380000,571.8,2021.8,296926,163544,19281,7438,208684,11446,169782227,330654209,11024658,15037876
1709,351709,115.470000,362.5,980.2,306081,166175,32606,10199,222251,19180,110954322,162885066,11819841,9996790
1710,351710,69.090000,261.8,0.0,291893,159571,30423,10044,291893,30423,76417700,0,7964686,0
1711,351711,167.280000,471.8,643.3,285182,157305,20351,7044,230218,14632,134549050,101194494,9601791,4531459
1712,351712,80.540000,738.3,15.0,289917,157325,33789,10151,288445,33526,214046075,2359875,24946060,152263
1713,351713,117.620000,317.0,103.0,262840,145858,31176,9572,245025,27886,83320161,15023417,9882828,985961
1714,351714,150.120000,409.3,663.8,283428,157892,11593,4968,224081,8461,116007252,104808699,4745116,3297485
1715,351715,331.370000,674.5,2942.2,261794,146258,8965,4350,180123,5702,176579981,430319935,6046581,12797310
1716,351716,145.380000,454.3,51.0,263605,148117,5512,2609,256856,5342,119755632,7553966,2503992,133062
1717,351717,164.510000,438.3,441.2,265455,150207,2794,1527,224249,2341,116349057,66271285,1224446,673871
1718,351718,157.300000,326.8,887.5,254552,144539,8970,4539,188519,6311,83187587,128277962,2931474,4028431
1719,351719,131.760000,233.3,963.0,261845,149585,8331,4794,183789,5871,61088380,144050147,1943645,4616282
1720,351720,315.840000,1028.8,264.0,236123,136085,6035,3517,223694,5722,242923049,35926354,6208960,928484
1721,351721,290.650000,489.2,163.8,227377,131676,1833,1078,212428,1716,111232601,21568564,896945,176653
1722,351722,430.380000,988.8,459.5,258880,147861,2143,1181,236187,1946,255980701,67942005,2118531,542664
1723,351723,313.510000,719.2,537.3,235069,134975,0,0,205811,0,169061617,72522255,0,0
1724,351724,350.390000,329.2,0.0,212409,122979,0,0,212409,0,69924893,0,0,0
1725,351725,117.360000,180.2,13.5,214572,124544,0,0,210992,0,38665889,1681349,0,0
1726,351726,126.010000,94.5,0.0,213191,124097,0,0,213191,0,20146522,0,0,0
1727,351727,114.430000,165.7,3672.2,291508,158362,22870,7063,168409,8256,48302846,581537031,3789595,25938271
1728,351728,91.910000,4.5,4621.0,279434,151435,11835,4356,151660,4369,1257452,699781467,53259,20130415
1729,351729,230.660000,79.8,4283.0,286425,155936,5949,2445,160190,2560,22856685,667874833,474736,10473570
1730,351730,149.290000,221.7,1169.8,283363,154542,23824,8152,187428,12153,62821664,180783591,5281742,9535855
1731,351731,241.420000,642.7,71.0,283330,157663,24311,7741,276097,23357,182096319,11194074,15624382,549606
1732,351732,297.800000,887.0,408.0,270172,151326,9860,4229,246077,8718,239642870,61740962,8745763,1725492
1733,351733,178.680000,373.5,564.7,280846,153964,9252,3432,223076,6602,104896014,86943674,3455482,1937835
1734,351734,135.080000,314.8,719.8,288103,160137,12475,4532,216655,8040,90694749,115266396,3927078,3262009
1735,351735,197.810000,473.3,1047.8,273125,150625,9780,4059,205707,6631,129270043,157824353,4628672,4252709
1736,351736,117.700000,334.3,0.0,278216,155546,24732,9436,278216,24732,93007618,0,8267921,0
1737,351737,160.180000,517.3,77.2,277484,155372,12286,4948,268177,11727,143542596,11994681,6355710,381959
1738,351738,157.950000,397.2,217.7,260215,147159,9897,4444,233924,8629,103357533,32036486,3931143,967394
1739,351739,158.930000,473.5,291.0,267600,150802,19021,7300,237979,16049,126708543,43883419,9006657,2124302
1740,351740,156.540000,391.2,403.2,254772,144695,8044,3298,214816,6321,99666702,58341196,3146644,1329671
1741,351741,239.190000,273.8,132.7,246362,140447,2505,1703,223979,2336,67453869,18637283,685960,226041
